ETER_ID_Year,ETER_ID,Institution_Name,English_Institution_Name,Reference_year,Country_Code,Institution_Category_standardized,Legal_status,Foundation_year,Region_of_establishment_(NUTS_2),Name_of_the_city,Total_Current_revenues_(EURO),Basic_government_allocation_(EURO),Total_core_budget_(EURO),Total_third_party_funding_(EURO),Public_third_party_funding_(EURO),Private_third_party_funding_(EURO),Student_fees_funding_(EURO),R&D_Expenditure_(EURO),Total_Current_expenditure_(EURO),Personnel_expenditure_(EURO),Total_students_enrolled_at_ISCED_5,Total_students_enrolled_at_ISCED_6,Total_students_enrolled_at_ISCED_7,Total_students_enrolled_ISCED_5_7,Total_students_enrolled_at_ISCED_8,Total_graduates_at_ISCED_5,Total_graduates_at_ISCED_6,Total_graduates_at_ISCED_7,Total_graduates_ISCED_5_7,Total_graduates_at_ISCED_8,Total_academic_personnel_(FTE),Total_academic_personnel_(HC),Total_personnel_(FTE),Total_core_budget_/_Total_current_revenues,Total_third_party_funding_/_Total_current_revenues,Student_fees_funding_/_Total_current_revenues,PhD_intensity,Academic_staff_/_total_staff_(FTE)
CZ0043.2015,CZ0043,"Pražská vysoká škola psychosociálních studií, s.r.o.",Prague College of Psychosocial Studies,2015,CZ,0.0,1.0,2001.0,CZ02,Prague,,"13282,744968657209",,,,,,,,,,216,189,405,,,57,65,122,,26,26,35,,,,,1
CZ0044.2015,CZ0044,"Vysoká škola aplikovaného práva, s.r.o.","University of Applied Law s.r.o, Prague",2015,CZ,0.0,1.0,2001.0,CZ02,Prague,,0,,,,,,,,,,59,,59,,,5,,5,,,,,,,,,
CZ0045.2015,CZ0045,"Vysoká škola ekonomie a managementu, o.p.s.",University of Economics and Management,2015,CZ,0.0,1.0,2001.0,CZ01,Prague,,"28208,512042230286",,,,,,,,,,1730,573,2303,,,172,46,218,,22,18,31,,,,,1
CZ0046.2015,CZ0046,"University of New York in Prague, s.r.o.","University of New York in Prague, s.r.o.",2015,CZ,0.0,1.0,2001.0,CZ01,Prague,,"35374,46387330914",,,,,,,,,,553,,553,,,103,,103,,20,22,52,,,,,1
CZ0048.2015,CZ0048,"Vysoká škola mezinárodních a veřejných vztahů Praha, o.p.s.","University College of International and Public Relations, Prague",2015,CZ,0.0,1.0,2002.0,CZ01,Prague,,"24437,845962095384",,,,,,,,,,514,358,872,,,164,169,333,,"14,773",20,"29,273",,,,,1
CZ0051.2015,CZ0051,"Západomoravská vysoká škola Třebíč, o.p.s.","Westmoravian College, Třebíč",2015,CZ,0.0,1.0,2003.0,CZ06,Třebíc,,"237,5453645661498",,,,,,,,,,22,,22,,,54,,54,,"3,3",s,"4,8",,,,,1
CZ0052.2015,CZ0052,"Academia Rerum Civilium - Vysoká škola politických a společenských věd, s.r.o.","Academia Rerum Civilium – School of Political and Social Sciences, Kolín",2015,CZ,0.0,1.0,2003.0,CZ02,Kutná Hora,,0,,,,,,,,,,179,,179,,,42,,42,,15,22,20,,,,,1
CZ0053.2015,CZ0053,"Vysoká škola evropských a regionálních studií, o.p.s.",College of European and Regional Studies,2015,CZ,0.0,1.0,2003.0,CZ03,České Budějovice,,"5938,634114153745",,,,,,,,,,365,,365,,,163,,163,,"11,2",19,"21,7",,,,,1
CZ0055.2015,CZ0055,"Vysoká škola regionálního rozvoje, s.r.o.",College of Regional Development,2015,CZ,0.0,1.0,2003.0,CZ01,Prague,,"17578,356977895084",,,,,,,,,,778,,778,,,53,,53,,"16,857",25,"21,756999999999998",,,,,1
CZ0056.2015,CZ0056,"Filmová akademi Miroslava Ondříčka v Písku, o.p.s.",Film Academy of Miroslav Ondříček in Písek,2015,CZ,0.0,1.0,2004.0,CZ03,Písek,,"12748,267898383372",,,,,,,,,,103,39,142,,,26,11,37,,"1,25",s,"5,83",,,,,1
CZ0057.2015,CZ0057,"Vysoká škola tělesné výchovy a sportu Palestra, s.r.o.",College of Physical Education and Sport Palestra,2015,CZ,0.0,1.0,2004.0,CZ03,Prague,,"11664,650463726677",,,,,,,,,,327,119,446,,,90,63,153,,"12,127",16,"21,167",,,,,1
CZ0058.2015,CZ0058,"NEWTON College, a.s.",NEWTON College,2015,CZ,0.0,1.0,2004.0,CZ06,Brno,,"54477,07027383702",,,,,,,,,,855,,855,,,107,,107,,"16,17",23,"29,32",,,,,1
CZ0059.2015,CZ0059,"Vysoká škola logistiky, o.p.s.",College of Logistics,2015,CZ,0.0,1.0,2004.0,CZ07,Prerov,,"16727,15275486638",,,,,,,,,,440,281,721,,,144,181,325,,"23,572",28,"38,069",,,,,1
CZ0060.2015,CZ0060,"Vysoká škola zdravotnická, o.p.s.",The College of Nursing,2015,CZ,0.0,1.0,2004.0,CZ01,Prague,,"260565,26998790278",,,,,,,,,,641,,641,,,210,,210,,"20,1",27,"31,200000000000003",,,,,1
CZ0061.2015,CZ0061,"B.I.B.S., a.s.",Brno International Business School,2015,CZ,0.0,1.0,2005.0,CZ03,Brno,,0,,,,,,,,,,258,,258,,,49,,49,,"10,48",11,33,,,,,1
CZ0062.2015,CZ0062,"Soukromá vysoká škola ekonomická Znojmo, s.r.o.","Private College of Economic Studies Znojmo, Ltd.",2015,CZ,0.0,1.0,2005.0,CZ06,Znjmo,,"9699,769053117783",,,,,,,,,,468,,468,,,105,,105,,"22,99",23,"32,57",,,,,1
CZ0063.2015,CZ0063,"Moravská vysoká škola Olomouc, o.p.s.",Moravian College Olomouc,2015,CZ,0.0,1.0,2005.0,CZ07,Olomouc,,"11877,26822830749",,,,,,,,,,355,,355,,,140,,140,,"28,91",30,"54,14",,,,,1
CZ0064.2015,CZ0064,"Vysoká škola obchodní a hotelová, s.r.o.",College of Tourism and Hotel Management,2015,CZ,0.0,1.0,2006.0,CZ03,Brno,,"27713,62586605081",,,,,,,,,,318,,318,,,93,,93,,"17,9",23,"22,9",,,,,1
CZ0065.2015,CZ0065,"CEVRO Institut, o.p.s.",CEVRO Institute /School of Political Studies,2015,CZ,0.0,1.0,2005.0,CZ01,Prague,,"29218,079841636423",,,,,,,,,,358,514,872,,,58,182,240,,"42,5",108,"65,4",,,,,1
CZ0066.2015,CZ0066,Unicorn College s.r.o.,Unicorn College s.r.o.,2015,CZ,0.0,1.0,2006.0,CZ01,Prague,,"2969,3170570768725",,,,,,,,,,311,,311,,,33,,33,,"14,98",s,"15,98",,,,,1
CZ0069.2015,CZ0069,"Vysoká škola sociálně-správní, Institut celoživotního vzdělávání Havířov, o.p.s.","Social-Administrative College. Institute of Lifelong Learning, Havířov",2015,CZ,0.0,1.0,2007.0,CZ08,Havířov,,"2731,7716925107225",,,,,,,,,,229,,229,,,82,,82,,10,10,22,,,,,1
CZ0071.2015,CZ0071,"AKCENT College, s.r.o.",AKCENT College,2015,CZ,0.0,1.0,2008.0,CZ01,Prague,,"2058,7264929066314",,,,,,,,,,113,,113,,,18,,18,,"6,51",7,"9,26",,,,,1
CZ0072.2015,CZ0072,Policejní akademie České republiky v Praze,Police Academy of the Czech Republic in Prague,2015,CZ,1.0,0.0,1992.0,CZ02,Prague,,,,,,,,,,,,1340,651,1991,46,,388,249,637,6,,,,,,,"0,009419152276295133",
CZ0073.2015,CZ0073,Univerzita obrany v Brně,University of Defence,2015,CZ,1.0,0.0,2004.0,CZ06,Brno,,,,,,,,,,,,493,531,1509,240,,253,179,450,30,,,,,,,"0,06666666666666667",
CZ0074.2015,CZ0074,"ARCHIP, s.r.o.","ARCHIP, s.r.o.",2015,CZ,0.0,1.0,2010.0,CZ01,Prague,,0,,,,,,,,,,55,4,59,,,10,0,10,,8,s,10,,,,,1
CZ0075.2015,CZ0075,"Vysoká škola aplikované psychologie, s.r.o.",College of Applied Psychology,2015,CZ,0.0,1.0,2007.0,CZ04,Terezin,,"3563,1804684922467",,,,,,,,,,116,,116,,,51,,51,,"9,696",11,"14,318",,,,,1
CZ0076.2015,CZ0076,"ART & DESIGN INSTITUT, s.r.o.","ART & DESIGN INSTITUT, s.r.o.",2015,CZ,0.0,1.0,2013.0,CZ01,Prague,,0,,,,,,,,,,90,,90,,,0,,0,,2,s,"2,25",,,,,1
CZ0077.2015,CZ0077,Vysoká škola podnikání a práva,College of Entrepreneurship and Law,2015,CZ,0.0,1.0,2015.0,CZ01,Prague,,"9660,178159023424",,,,,,,,,,1556,302,1858,,,424,162,586,,"17,65",68,"21,509999999999998",,,,,1
CZ0078.2015,CZ0078,"Vysoká škola kreativní komunikace, s.r.o.",University of creative communication Prague,2015,CZ,0.0,1.0,2016.0,CZ01,Praha,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,
DE0001.2015,DE0001,Albert-Ludwigs-Universität Freiburg,University of Freiburg,2015,DE,1.0,0.0,1457.0,DE13,Freiburg im Breisgau,377644543,,266313470,96337929,24622455,5921058,5545607,,326427055,225625786,,9599,4712,23393,1305,,1676,1027,4004,746,4486,7971,11744,"0,705196129366551","0,25510213449582403","0,014684726954997996","0,1863136863136863",1
DE0002.2015,DE0002,Ruprecht-Karls-Universität Heidelberg,Heidelberg University,2015,DE,1.0,0.0,1386.0,DE12,Heidelberg,382447225,,217004448,122257357,19201280,7668192,4136772,,327398898,231443456,,10129,4733,27150,2663,,1600,1158,4383,1212,5328,9335,12985,"0,5674101779663848","0,3196711833900743","0,010816582601690992","0,27652292950034224",1
DE0003.2015,DE0003,Universität Hohenheim,University of Hohenheim,2015,DE,1.0,0.0,1818.0,DE11,Stuttgart,151035905,,114919347,31385743,15052090,3989809,1242931,,140647911,101485481,,5494,3377,9188,419,,1241,1035,2312,133,773,1194,1719,"0,760874356332688","0,20780319090351396","0,008229374333209047","0,057525951557093426",1
DE0004.2015,DE0004,Karlsruher Institut für Technologie (KIT) - Bereich Hochschule,Karlsruhe Institute of Technology,2015,DE,1.0,0.0,2009.0,DE12,Karlsruhe,448123262,,291181819,146051560,50708672,33799657,2933542,,368215128,280488762,,14108,7717,23787,645,,2504,1726,5327,811,2788,3969,4443,"0,6497806378103175","0,32591827379851573","0,006546283687455618","0,15224328890557537",1
DE0005.2015,DE0005,Universität Konstanz,University of Konstanz,2015,DE,1.0,0.0,1966.0,DE13,Konstanz,193086543,,117630450,71039520,14047363,6009577,1479669,,169545585,126644172,,5549,1779,10651,641,,1107,518,1958,203,1194,2432,1982,"0,60921102098762","0,36791543779412944","0,007663242487074824","0,10367722165474974",1
DE0006.2015,DE0006,Universität Mannheim,University of Mannheim,2015,DE,1.0,0.0,1946.0,DE12,Mannheim,127118040,,101217214,21416733,5439087,2785205,1106660,,111308487,84404010,,6856,2895,11820,150,,1672,758,2649,112,973,2012,1440,"0,7962458672270277","0,16847910021268422","0,008705766703136707","0,04228010570026425",1
DE0007.2015,DE0007,Universität Stuttgart,University of Stuttgart,2015,DE,1.0,0.0,1829.0,DE11,Stuttgart,507340569,,300390886,159570878,51850744,34894561,4039779,,418544265,313497563,,13813,8545,25432,1652,,2368,1356,4290,432,3243,4717,4878,"0,5920892283305654","0,3145241830640987","0,00796265713180134","0,1006993006993007",1
DE0008.2015,DE0008,Eberhard Karls Universität Tübingen,Tübingen University,2015,DE,1.0,0.0,1477.0,DE14,Tübingen,315345969,,210302996,87664925,13181099,5945861,5187026,,289451844,200642638,,10750,4013,25907,2040,,1811,826,4354,744,4043,6598,10430,"0,6668960972194955","0,27799602220379105","0,016448683382409117","0,17087735415709693",1
DE0009.2015,DE0009,Universität Ulm,Ulm University,2015,DE,1.0,0.0,1967.0,DE14,Ulm,160371167,,116384155,36237915,8305739,7170100,1333708,,142319548,97557684,,4251,2244,9599,851,,737,629,1768,429,2136,2858,6609,"0,7257174539360931","0,22596278170127676","0,008316382707372828","0,2426470588235294",1
DE0012.2015,DE0012,Zeppelin Universität Friedrichshafen (Priv. H),Zeppelin University Friedrichshafen (Priv. H),2015,DE,1.0,1.0,2003.0,DE14,Friedrichshafen,14868483,,0,4304518,1141149,1204060,8248791,,20205462,12848556,,764,299,1063,73,,71,118,189,0,74,93,189,0,"0,2895061991193049","0,5547836319280185",0,1
DE0013.2015,DE0013,Allensbach Hochschule,Allensbach University,2015,DE,2.0,1.0,1996.0,DE13,Konstanz,554754,,0,0,0,0,554229,,304021,181842,,16,211,227,,,0,45,46,,1,s,4,0,0,"0,9990536345839778",,1
DE0014.2015,DE0014,"Freie Hochschule Stuttgart, Seminar für Waldorfpädagogik",Freie Hochschule Stuttgart - Seminar for Waldorf Pedagogy,2015,DE,1.0,1.0,1928.0,DE11,Stuttgart,3724969,,0,37609,37609,0,529991,,3549511,2723622,,140,116,256,,,29,56,85,,24,30,34,0,"0,010096459863155908","0,14228064716780192",,1
DE0015.2015,DE0015,Hochschule für jüdische Studien Heidelberg,Hochschule für jüdische Studien Heidelberg,2015,DE,1.0,1.0,1979.0,DE12,Heidelberg,1995500,,0,235982,135875,12285,5224,,2289908,1870748,,41,35,91,10,,4,s,9,s,16,21,25,0,"0,11825707842645954","0,002617890253069406",s,1
DE0016.2015,DE0016,Universität Augsburg,University of Augsburg,2015,DE,1.0,0.0,1970.0,DE27,Augsburg,139403931,,116121498,18025875,4787412,3127235,1311492,,126498343,102214123,,9392,3031,19430,428,,1577,692,3600,189,1155,2240,1657,"0,832985821612161","0,12930679121236546","0,009407855220381124","0,0525",1
DE0017.2015,DE0017,Otto-Friedrich-Universität Bamberg,University of Bamberg,2015,DE,1.0,0.0,1647.0,DE24,Bamberg,87236271,,74178810,11923831,2283102,2878844,725110,,80954783,64035937,,5682,3841,12409,202,,1637,944,3131,66,686,1228,1070,"0,8503207341359192","0,13668432709600803","0,00831202424963809","0,021079527307569467",1
DE0018.2015,DE0018,Universität Bayreuth,University of Bayreuth,2015,DE,1.0,0.0,1975.0,DE24,Bayreuth,184826433,,142935122,39426231,9713316,4488153,96917,,158181400,122142332,,6306,3275,12414,512,,1136,818,2329,213,1201,1865,1912,"0,7733478360208358","0,21331489419589675","0,0005243676373930779","0,09145556032632031",1
DE0019.2015,DE0019,Katholische Universität Eichstätt-Ingolstadt (KU),Catholic University of Eichstätt-Ingolstadt,2015,DE,1.0,1.0,1972.0,DE21,Eichstätt,6900530,,0,6473231,1301767,2969495,388618,,51060326,40221930,,2746,1082,5203,127,,710,235,1207,29,389,750,658,0,"0,9380773650719583","0,056317123467327874","0,024026512013256007",1
DE0020.2015,DE0020,Friedrich-Alexander-Universität Erlangen-Nürnberg,University of Erlangen-Nürnberg,2015,DE,1.0,0.0,1743.0,DE25,Erlangen,472111804,,324032805,133899241,18598490,38639158,158616,,422873042,314589919,,16567,9702,37730,1182,,3484,2138,7219,749,4815,7316,10767,"0,6863476029504232","0,28361765129685257","0,00033597126497603944","0,10375398254605901",1
DE0021.2015,DE0021,Ludwig-Maximilians-Universität München,Ludwig Maximilian University of Munich,2015,DE,1.0,0.0,1472.0,DE21,Munich,655632508,,464512939,162861512,20839550,8392757,567458,,555617463,405605466,,18401,6331,47029,3452,,3607,1747,8538,1206,6398,10503,14861,"0,7084958926411257","0,24840365603103987","0,0008655123000703925","0,14125087842586087",1
DE0022.2015,DE0022,Technische Universität München,Technical University of Munich,2015,DE,1.0,0.0,1868.0,DE21,Munich,827161665,,501576573,255928791,79695694,72917746,4921992,,698861935,473251701,,16705,14359,36067,2548,,4110,3566,8732,1022,6026,8977,11661,"0,6063827595298436","0,30940601073431034","0,005950459515069524","0,11704076958314247",1
DE0023.2015,DE0023,Universität der Bundeswehr München,Bundeswehr University Munich,2015,DE,1.0,0.0,1973.0,DE21,Neubiberg,127370430,,99524352,25434176,13921148,7194614,2050841,,109372076,74454618,,2238,700,2938,0,,527,537,1064,79,695,908,1201,"0,781377216046142","0,19968666196698873","0,016101390252038876","0,07424812030075188",1
DE0024.2015,DE0024,Hochschule für Politik München,Bavarian School of Public Policy,2015,DE,1.0,0.0,1950.0,DE21,Munich,1559452,,1539428,0,0,0,10511,,1559452,679056,,0,0,277,s,,0,0,63,4,9,42,15,"0,9871595919592268",0,"0,006740188219964449","0,06349206349206349",1
DE0025.2015,DE0025,Universität Passau,University of Passau,2015,DE,1.0,0.0,1978.0,DE22,Passau,73692808,,62033455,11152650,1605540,2558614,50673,,68828463,55070514,,5286,1619,11498,335,,1208,468,2296,72,595,1055,909,"0,8417843841694836","0,1513397345369171","0,0006876247679420765","0,0313588850174216",1
DE0026.2015,DE0026,Universität Regensburg,University of Regensburg,2015,DE,1.0,0.0,1962.0,DE23,Regensburg,238150915,,172702329,47079771,8874497,10703031,0,,217715340,157981154,,7333,2888,20260,558,,1544,733,3755,438,2500,4646,6026,"0,7251802034856762","0,19768881005559016",0,"0,11664447403462051",1
DE0027.2015,DE0027,Julius-Maximilians-Universität Würzburg,University of Würzburg,2015,DE,1.0,0.0,1402.0,DE26,Würzburg,313023253,,216556508,69294671,15456789,6026368,1848522,,279197967,204310731,,9996,3381,26661,1354,,1663,784,4616,511,3458,5912,8964,"0,6918224314792358","0,22137227933031545","0,005905382371066216","0,11070190641247833",1
DE0028.2015,DE0028,Freie Universität Berlin,Free University of Berlin,2015,DE,1.0,0.0,1948.0,DE30,Berlin,443009664,,296360226,115034819,28081487,5953640,5622797,,402468559,280211894,,13484,7514,31007,4406,,1794,1678,4970,752,2427,4240,4452,"0,6689701152885008","0,25966661305158345","0,012692267137540368","0,15130784708249498",1
DE0029.2015,DE0029,Technische Universität Berlin,Technical University of Berlin,2015,DE,1.0,0.0,1879.0,DE30,Berlin,462256337,,252958095,175250091,70958511,20533092,8988679,,440899749,293817788,,17436,10117,30851,2671,,1901,2075,4600,514,2996,4754,4995,"0,5472247209019874","0,3791188502408784","0,019445226123530675","0,1117391304347826",1
DE0031.2015,DE0031,Humboldt-Universität zu Berlin,Humboldt University of Berlin,2015,DE,1.0,0.0,1809.0,DE30,Berlin,361882462,,230799641,104346992,24450429,3439988,3909168,,345904814,234226117,,12942,7163,29845,3634,,1386,1265,4021,621,2152,3489,3577,"0,6377751486613905","0,2883449820234726","0,010802314039744762","0,15443919423029098",1
DE0032.2015,DE0032,ESCP-EAP Europäische Wirtschaftshochschule Berlin,ESCP-EAP European School of Management,2015,DE,1.0,1.0,1819.0,DE30,Berlin,3122770,,0,253123,0,226563,1536632,,6597233,4019079,,20,144,164,50,,0,108,110,4,27,45,65,0,"0,08105720241964666","0,4920733835665131","0,03636363636363636",1
DE0033.2015,DE0033,"European School of Management and Technology, Berlin (Priv. H)","European School of Management and Technology, Berlin",2015,DE,1.0,1.0,2002.0,DE30,Berlin,21356126,,0,1955092,0,1955092,16186521,,28515808,13604556,,0,257,257,0,,0,100,100,0,48,98,78,0,"0,09154712797630057","0,757933391102862",0,1
DE0034.2015,DE0034,Hertie School of Governance Berlin (Priv. wiss. H),Hertie School of Governance,2015,DE,1.0,1.0,2003.0,DE30,Berlin,7839052,,0,2136022,108300,165677,3946631,,13192728,7921067,,0,365,365,40,,0,117,117,s,64,123,121,0,"0,2724847341234629","0,5034576885062122",s,1
DE0035.2015,DE0035,Steinbeis-Hochschule Berlin (Priv. H),Steinbeis University Berlin,2015,DE,1.0,1.0,1998.0,DE30,Berlin,40948733,,0,273364,140866,0,33011607,,39593876,27450768,,4621,1813,6434,43,,827,745,1572,11,73,336,270,0,"0,006675762104776233","0,8061691920968592","0,006997455470737914",1
DE0038.2015,DE0038,Europa-Universität Viadrina Frankfurt (Oder),Viadrina European University,2015,DE,1.0,0.0,1991.0,DE40,Frankfurt (Oder),44317255,,35134206,6813672,968031,1021167,1576863,,42107128,31823596,,2602,1714,6106,386,,655,519,1259,44,278,603,515,"0,7927884071339707","0,15374760914230812","0,03558124256567786","0,03494837172359015",1
DE0039.2015,DE0039,Universität Potsdam,University of Potsdam,2015,DE,1.0,0.0,1991.0,DE40,Potsdam,193674085,,133444275,56720508,15519360,4064092,2231932,,182974005,133172180,,8029,3954,18806,1824,,1156,849,3328,290,1597,3200,2378,"0,689014614422988","0,2928657595052017","0,011524164422927311","0,08713942307692307",1
DE0040.2015,DE0040,Universität Bremen,University of Bremen,2015,DE,1.0,0.0,1971.0,DE50,Bremen,307017953,,139068972,106853585,25618927,8747703,4045127,,285941558,215867613,,10206,3912,17966,1095,,1568,1049,3498,149,1808,2501,2740,"0,45296690516336025","0,34803692733890385","0,013175538956186058","0,04259576901086335",1
DE0041.2015,DE0041,Jacobs University Bremen (Priv. H),Jacobs University Bremen,2015,DE,1.0,1.0,2001.0,DE50,Bremen,60087153,,0,12717516,1831683,2848775,16152305,,56614578,22685517,,587,112,720,373,,242,40,282,78,191,244,316,0,"0,21165116609868337","0,2688146166619011","0,2765957446808511",1
DE0042.2015,DE0042,Universität Hamburg,University of Hamburg,2015,DE,1.0,0.0,1919.0,DE60,Hamburg,475116019,,324925148,120705774,29745208,6669949,4780567,,445971925,283030170,,15400,6975,37234,4197,,2443,1638,6497,773,4548,7140,10613,"0,6838859036659843","0,2540553657905607","0,01006189395605287","0,11897798984146529",1
DE0043.2015,DE0043,Technische Universität Hamburg-Harburg,Hamburg University of Technology,2015,DE,1.0,0.0,1978.0,DE60,Hamburg,124681515,,76294491,32209278,14136788,7551691,658422,,123230603,91786102,,4162,2366,7184,99,,604,566,1201,107,748,1091,1290,"0,6119150140259364","0,2583324240165032","0,005280830923493351","0,0890924229808493",1
DE0044.2015,DE0044,Hafencity Universität Hamburg,HafenCity University Hamburg,2015,DE,1.0,0.0,2006.0,DE60,Hamburg,26031494,,21882472,3052063,2764135,0,277308,,23889026,16292078,,1471,816,2334,137,,246,157,403,13,132,235,224,"0,8406152946888104","0,1172450186685405","0,010652788503034055","0,03225806451612903",1
DE0045.2015,DE0045,Helmut-Schmidt-Universität Hamburg,Helmut Schmidt University of the Federal Armed Forces Hamburg,2015,DE,1.0,0.0,1973.0,DE60,Hamburg,100996386,,90555031,10441355,6053239,3069986,0,,93034591,40693739,,1540,758,2298,0,,317,250,567,0,393,549,705,"0,8966165482396569","0,10338345176034319",0,0,1
DE0046.2015,DE0046,Bucerius Law School Hamburg (Priv. H),Bucerius Law School,2015,DE,1.0,1.0,2000.0,DE60,Hamburg,8829336,,0,2141677,165706,1565317,4881197,,16433197,9052810,,435,52,656,238,,99,35,255,44,60,98,112,0,"0,242563766969566","0,5528385146969149","0,17254901960784313",1
DE0047.2015,DE0047,Technische Universität Darmstadt,Technical University of Darmstadt,2015,DE,1.0,0.0,1877.0,DE71,Darmstadt,451908427,,289308301,131039771,40011193,35195681,3251739,,363569221,269790353,,14632,8126,25002,1501,,2033,1634,4084,440,2377,3189,3973,"0,6401923126784268","0,2899697442464378","0,007195570619443217","0,10773751224289912",1
DE0048.2015,DE0048,Johann Wolfgang Goethe-Universität Frankfurt am Main,Frankfurt University,2015,DE,1.0,0.0,1914.0,DE71,Frankfurt am Main,491736978,,318703198,122814652,26037731,17177200,6372130,,429845569,285043595,,19455,5911,42973,2406,,2376,1155,5824,683,3548,5047,8486,"0,648117209521713","0,24975679579663418","0,012958411274899079","0,11727335164835165",1
DE0049.2015,DE0049,Justus-Liebig-Universität Gießen,Justus Liebig University Giessen,2015,DE,1.0,0.0,1607.0,DE72,Gießen,487809920,,404878651,55911276,15399253,8353706,3430560,,340672865,232928025,,9949,4114,27152,1046,,1703,910,4270,471,1721,3012,3486,"0,8299926557459102","0,11461693111939995","0,007032575311301583","0,11030444964871194",1
DE0051.2015,DE0051,Universität Kassel,University of Kassel,2015,DE,1.0,0.0,1970.0,DE73,Kassel,273251807,,210677239,47306051,21075230,13162895,2616941,,217994447,168849997,,13144,5304,23830,338,,1283,1254,3454,253,1631,2969,2648,"0,7710003506033539","0,17312255505047766","0,009577030903221071","0,0732484076433121",1
DE0052.2015,DE0052,Philipps-Universität Marburg,Philipps University of Marburg,2015,DE,1.0,0.0,1527.0,DE72,Marburg,320839094,,240616729,62092092,12795246,12048002,5203562,,292565000,210628826,,10874,3636,24856,1206,,1270,872,3366,466,1524,2574,2989,"0,7499607544708999","0,1935303183470528","0,016218603335165883","0,1384432560903149",1
DE0053.2015,DE0053,Frankfurt School of Finance & Management-HfB (Priv. H),Frankfurt School of Finance & Management-HfB (Priv. H),2015,DE,1.0,1.0,2007.0,DE71,Frankfurt am Main,77023800,,0,2001310,993900,155542,31168639,,73127592,29555186,,1017,840,1857,58,,200,306,506,9,79,182,130,0,"0,025983007849521837","0,40466244199844725","0,017786561264822136",1
DE0054.2015,DE0054,EBS Universität für Wirtschaft und Recht (Priv.),EBS University of Business and Law,2015,DE,1.0,1.0,1971.0,DE71,Oestrich-Winkel,41758128,,0,3787308,1655074,1976211,17261474,,25149275,13163376,,703,676,1923,126,,273,174,447,24,68,110,165,0,"0,09069630707583444","0,41336800346988734","0,053691275167785234",1
DE0055.2015,DE0055,Ernst-Moritz-Arndt-Universität Greifswald,Ernst Moritz Arndt University of Greifswald,2015,DE,1.0,0.0,1456.0,DE80,Greifswald,122262628,,84951574,27265820,9387849,1948043,421942,,96814197,68190644,,2780,1370,10101,756,,389,263,1370,215,1531,2149,4442,"0,6948286274363413","0,22301025624935855","0,0034511118148057474","0,15693430656934307",1
DE0056.2015,DE0056,Universität Rostock,University of Rostock,2015,DE,1.0,0.0,1419.0,DE80,Rostock,184905548,,124377631,55128282,20844214,5013136,916190,,153470352,116974513,,4140,2190,12443,1325,,742,786,2121,310,1965,2901,4939,"0,672654943809474","0,29814293078972404","0,0049549081134115025","0,14615747289014616",1
DE0058.2015,DE0058,Technische Universität Carolo-Wilhelmina zu Braunschweig,Brunswick University of Technology,2015,DE,1.0,0.0,1745.0,DE91,Braunschweig,316904009,,227014821,82243683,31150701,21531446,936546,,283064690,194073147,,10841,5147,18119,1385,,1461,1117,2930,294,1842,2630,2986,"0,7163520010881276","0,25952238111320325","0,0029552986816269657","0,10034129692832765",1
DE0059.2015,DE0059,Technische Universität Clausthal,Clausthal University of Technology,2015,DE,1.0,0.0,1775.0,DE91,Clausthal,108650465,,74722527,31273914,10466847,12301290,183981,,93382672,64202198,,2605,1693,4444,476,,339,277,682,82,538,661,1039,"0,6877331542023313","0,2878396700833264","0,0016933291541826351","0,12023460410557185",1
DE0060.2015,DE0060,Georg-August-Universität Göttingen,Georg August Göttingen University,2015,DE,1.0,0.0,1734.0,DE91,Göttingen,389471086,,245778405,89441601,20642541,9703570,4581969,,371087804,259281311,,14106,5303,26650,3676,,2074,1317,4320,745,3356,5041,8657,"0,6310568713180418","0,22964888592525712","0,011764593482557009","0,1724537037037037",1
DE0061.2015,DE0061,Gottfried Wilhelm Leibniz Universität Hannover,University of Hannover,2015,DE,1.0,0.0,1831.0,DE92,Hannover,425024938,,308307482,105880105,27646652,26770559,3149319,,396048408,268844220,,14154,4911,24083,2296,,2109,1237,4392,335,2449,3609,4040,"0,7253868054208151","0,24911504133905668","0,007409727567562165","0,07627504553734062",1
DE0062.2015,DE0062,Medizinische Hochschule Hannover,Hannover Medical School,2015,DE,1.0,0.0,1965.0,DE92,Hannover,,,,,,,,,,,,0,234,2977,471,,0,0,288,268,1996,2444,7454,,,,"0,9305555555555556",1
DE0063.2015,DE0063,Tierärztliche Hochschule Hannover,University of Veterinary Medicine Hannover,2015,DE,1.0,0.0,1778.0,DE92,Hannover,90651433,,64628485,9701836,3680865,1856123,372428,,75524459,50278488,,0,48,1626,737,,0,26,264,131,341,586,881,"0,7129339588046004","0,10702352603736556","0,0041083520433703455","0,4962121212121212",1
DE0064.2015,DE0064,Stiftung Universität Hildesheim,University of Hildesheim,2015,DE,1.0,0.0,1978.0,DE92,Hildesheim,53553591,,44822029,5985082,3008013,1325774,1125378,,49266012,39670023,,5028,1292,6988,230,,829,247,1429,42,462,897,638,"0,8369565544166777","0,11175874275172322","0,021014053007201702","0,02939118264520644",1
