ETER_ID_Year,ETER_ID,Institution_Name,English_Institution_Name,Reference_year,Country_Code,Institution_Category_standardized,Legal_status,Foundation_year,Region_of_establishment_(NUTS_2),Name_of_the_city,Total_Current_revenues_(EURO),Basic_government_allocation_(EURO),Total_core_budget_(EURO),Total_third_party_funding_(EURO),Public_third_party_funding_(EURO),Private_third_party_funding_(EURO),Student_fees_funding_(EURO),R&D_Expenditure_(EURO),Total_Current_expenditure_(EURO),Personnel_expenditure_(EURO),Total_students_enrolled_at_ISCED_5,Total_students_enrolled_at_ISCED_6,Total_students_enrolled_at_ISCED_7,Total_students_enrolled_ISCED_5_7,Total_students_enrolled_at_ISCED_8,Total_graduates_at_ISCED_5,Total_graduates_at_ISCED_6,Total_graduates_at_ISCED_7,Total_graduates_ISCED_5_7,Total_graduates_at_ISCED_8,Total_academic_personnel_(FTE),Total_academic_personnel_(HC),Total_personnel_(FTE),Total_core_budget_/_Total_current_revenues,Total_third_party_funding_/_Total_current_revenues,Student_fees_funding_/_Total_current_revenues,PhD_intensity,Academic_staff_/_total_staff_(FTE)
PT0142.2020,PT0142,Instituto Politécnico da Maia,Polytechnic Institute of Maia,2020,PT,2.0,1.0,2015.0,PT11,Maia,,,,,,,,,,,610,636,22,1268,,201,139,4,344,,"58,318823529429984",175,"114,76882352943",,,,,1
PT0143.2020,PT0143,Universidade Lusíada - Norte,Lusíada University - North,2020,PT,1.0,1.0,2015.0,PT11,Porto,,,,,,,,,,,,2280,261,2760,30,,460,97,587,1,"157,54000000000002",196,"231,54000000000002",,,,"0,0017035775127768314",1
PT0145.2020,PT0145,Escola Superior de Saúde Cruz Vermelha Portuguesa - Alto Tâmega,Portuguese Red Cross Alto Tâmega Nursing School,2020,PT,2.0,1.0,2019.0,PT11,Outeiro Seco,,,,,,,,,,,,272,67,339,,,55,0,55,,15,15,27,,,,,1
PT0146.2020,PT0146,Instituto Universitário Militar,Military University Institute,2020,PT,0.0,0.0,2017.0,PT17,Lisboa,,,,,,,,,,,272,28,0,1194,14,0,,5,143,0,"236,80352941176002",261,"421,80352941176",,,,0,1
PT0147.2020,PT0147,Atlântica - Instituto Universitário,,2020,PT,1.0,1.0,2017.0,PT17,Barcarena,,,,,,,,,,,,340,49,389,,,49,6,55,,"33,01",42,"58,065",,,,,1
PT0148.2020,PT0148,Escola Superior de Saúde Atlântica,Atlântica High Health School,2020,PT,2.0,1.0,2017.0,PT17,Barcarena,,,,,,,,,,,,360,48,408,,,47,0,47,,"26,93",37,"51,985",,,,,1
PT0149.2020,PT0149,Instituto Politécnico Jean Piaget do Sul,,2020,PT,2.0,1.0,2019.0,PT17,Almada,,,,,,,,,,,146,298,63,507,,32,37,22,91,,"71,16",120,"96,81",,,,,1
PT0150.2020,PT0150,Instituto Politécnico da Lusofonia,,2020,PT,2.0,1.0,2019.0,PT17,Lisboa,,,,,,,,,,,318,475,,793,,95,92,,187,,"107,15",149,"131,65",,,,,1
PT0151.2020,PT0151,"Escola Superior de Saúde da Fundação ""Fernando Pessoa""",Higher School of Health “Fernando Pessoa”,2020,PT,2.0,1.0,2020.0,PT11,Porto,,,,,,,,,,,45,565,38,648,,9,137,9,155,,"43,11",51,"59,91",,,,,1
RO0001.2020,RO0001,"Universitatea ""1 Decembrie 1918"" din Alba Iulia","""1 Decembrie 1918"" University of Alba Iulia",2020,RO,1.0,0.0,1991.0,RO12,Alba Iulia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0002.2020,RO0002,"Universitatea ""Aurel Vlaicu"" din Arad","""Aurel Vlaicu"" University of Arad",2020,RO,1.0,0.0,1990.0,RO42,Arad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0003.2020,RO0003,Universitatea din Piteşti,University of Pitesti,2020,RO,1.0,0.0,1991.0,RO31,Pitesti,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0004.2020,RO0004,"Universitatea ""Vasile Alecsandri"" din Bacău","""Vasile Alecsandri"" University of Bacau",2020,RO,1.0,0.0,1990.0,RO21,Bacău,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0005.2020,RO0005,Universitatea din Oradea - Bihor,University of Oradea,2020,RO,1.0,0.0,1990.0,RO11,Oradea,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0006.2020,RO0006,"Universitatea ""Transilvania"" din Brașov","""Transilvania"" University of Brasov",2020,RO,1.0,0.0,1948.0,RO12,Brașov,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0007.2020,RO0007,Academia Forțelor Aeriene Henri Coandă Brașov,"""Henri Coanda"" Air Force Academy",2020,RO,1.0,0.0,1995.0,RO12,Brașov,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0009.2020,RO0009,Universitatea Technică din Cluj-Napoca,Technical University of Cluj-Napoca,2020,RO,1.0,0.0,1953.0,RO11,Cluj-Napoca,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0010.2020,RO0010,"Universitatea ""Babeș-Bolyai"" din Cluj-Napoca","""Babes-Bolyai"" University Cluj-Napoca",2020,RO,1.0,0.0,1753.0,RO11,Cluj-Napoca,"132955657,15230556","83801832,87518343","93433845,77227539","29908514,35421532","21549228,241324432","3475321,91058843","9613297,025814852","6210615,298761961","110449745,98516007","78496946,65481678",,31488,8521,40009,2299,,6871,3030,9901,230,1725,1833,,"0,7027444169994475","0,2249510475507938","0,07230453544975879","0,02322997677002323",1
RO0011.2020,RO0011,Universitatea de Științe Agricole și Medicină Veterinară din Cluj-Napoca,University of Agricultural Sciences and Veterinary Medicine Cluj-Napoca,2020,RO,1.0,0.0,1869.0,RO11,Cluj-Napoca,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0012.2020,RO0012,"Universitatea de Medicină și Farmacie ""Iuliu Hațieganu""","""Iuliu Haţieganu"" University of Medicine and Pharmacy Cluj-Napoca",2020,RO,1.0,0.0,1948.0,RO11,Cluj-Napoca,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0013.2020,RO0013,Universitatea de Artă și Design Cluj-Napoca,University of Art and Design Cluj-Napoca,2020,RO,1.0,0.0,1925.0,RO11,Cluj-Napoca,"7324608,230163487","5582062,501291776","7324608,230163487",0,0,0,,"331190,2941115681","4990378,43870781","3786692,0199243533",,818,244,1062,82,,194,100,294,9,91,91,188,1,0,,"0,030612244897959183",1
RO0014.2020,RO0014,Academia de Muzică „Gheorghe Dima” din Cluj-Napoca,"""Gheorghe Dima"" Music Academy from Cluj-Napoca",2020,RO,1.0,0.0,1919.0,RO11,Cluj-Napoca,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0015.2020,RO0015,Universitatea Maritimă din Constanța,Constanta Maritime University,2020,RO,1.0,0.0,1990.0,RO22,Constanța,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0016.2020,RO0016,"Universitatea ""Ovidius"" din Constanța","""Ovidius"" University of Constanta",2020,RO,1.0,0.0,1990.0,RO22,Constanța,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0017.2020,RO0017,"Academia Navală ""Mircea cel Bătrân"" Constanța","""Mircea Cel Batran"" Naval Academy",2020,RO,1.0,0.0,1973.0,RO22,Constanța,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0018.2020,RO0018,"Universitatea ""Valahia"" din Târgovişte","""Valahia"" University of Targoviste",2020,RO,1.0,0.0,1992.0,RO31,Târgoviște,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0019.2020,RO0019,Universitatea din Craiova,University of Craiova,2020,RO,1.0,0.0,1947.0,RO41,Craiova,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0020.2020,RO0020,Universitatea de Medicină și Farmacie din Craiova,University of Medicine and Pharmacy Craiova,2020,RO,1.0,0.0,1998.0,RO41,Craiova,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0021.2020,RO0021,Universitatea „Dunărea de Jos” din Galați,"""Dunarea de Jos"" University of Galati",2020,RO,1.0,0.0,1974.0,RO22,Galați,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0022.2020,RO0022,"Universitatea ""Constantin Brâncuși"" din Târgu Jiu","""Constantin Brancusi"" University of Targu Jiu",2020,RO,1.0,0.0,1992.0,RO41,Târgu-Jiu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0023.2020,RO0023,Universitatea din Petroșani,University of Petrosani,2020,RO,1.0,0.0,1991.0,RO42,Petroșani,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0024.2020,RO0024,Universitatea Tehnică „Gheorghe Asachi” din Iași,"""Gheorghe Asachi"" Technical University of Iasi",2020,RO,1.0,0.0,1937.0,RO21,Iaşi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0025.2020,RO0025,Universitatea „Alexandru Ioan Cuza” din Iași,"""Alexandru Ioan Cuza"" University of Iași",2020,RO,1.0,0.0,1860.0,RO21,Iaşi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0026.2020,RO0026,Universitatea de Științe Agricole și Medicină Veterinară „Ion Ionescu de la Brad” din Iași,"""Ion Ionescu de la Brad"" University of Agricultural Sciences and Veterinary Medicine of Iasi",2020,RO,1.0,0.0,1992.0,RO21,Iaşi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0027.2020,RO0027,Universitatea de Medicină și Farmacie „Grigore T. Popa” din Iași,"""Grigore T. Popa"" University of Medicine and Pharmacy Iasi",2020,RO,1.0,0.0,1879.0,RO21,Iaşi,"57978749,14742781","33926416,92329951","34939829,27887894","4791859,124072504","439393,7953413389","11518,921935390528","18125271,479651943","2498332,2654651427","40634452,80367071","31551950,271789677",,1683,374,9195,410,,407,180,1823,50,894,894,1301,"0,6026316502626553","0,08264854269083678","0,3126192224941448","0,027427317608337904",1
RO0028.2020,RO0028,Universitatea Națională de Arte „George Enescu” din Iasi,"""George Enescu"" National University of Arts",2020,RO,1.0,0.0,1860.0,RO21,Iaşi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0032.2020,RO0032,Universitatea de Arte din Târgu Mureș,University of Arts of Targu Mures,2020,RO,1.0,0.0,1991.0,RO12,Târgu Mureș,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0033.2020,RO0033,"Universitatea ""Petrol - Gaze"" din Ploiești","""Petroleum-Gas"" University of Ploiesti",2020,RO,1.0,0.0,2001.0,RO31,Ploieşti,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0034.2020,RO0034,"Universitatea ""Lucian Blaga"" din Sibiu","""Lucian Blaga"" University of Sibiu",2020,RO,1.0,0.0,1976.0,RO12,Sibiu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0035.2020,RO0035,"Academia Forțelor Terestre ""Nicolae Bălcescu” din Sibiu","""Nicolae Balcescu"" Land Forces Academy Sibiu",2020,RO,1.0,0.0,1920.0,RO12,Sibiu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0036.2020,RO0036,Universitatea „Ștefan cel Mare” din Suceava,"""Stefan cel Mare"" University of Suceava",2020,RO,1.0,0.0,1990.0,RO21,Suceava,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0037.2020,RO0037,"Universitatea ""Politehnica"" Timișoara","""Politehnica"" University of Timisoara",2020,RO,1.0,0.0,1920.0,RO42,Timișoara,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0038.2020,RO0038,Universitatea de Vest din Timișoara,West University of Timişoara,2020,RO,1.0,0.0,1962.0,RO42,Timișoara,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0039.2020,RO0039,Universitatea de Științe Agricole și Medicină Veterinară a Banatului “Regele Mihai I al României” din Timișoara,"The Banat University of Agricultural Sciences and Veterinary Medicine ""King Michael I of Romania"" from Timisoara",2020,RO,1.0,0.0,1991.0,RO42,Timișoara,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0040.2020,RO0040,"Universitatea de Medicină și Farmacie ""Victor Babeș"" din Timișoara","""Victor Babes"" University of Medicine and Pharmacy Timisoara",2020,RO,1.0,0.0,1945.0,RO42,Timișoara,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0041.2020,RO0041,Universitatea Politehnica din București,The Politechnica University of Bucharest,2020,RO,1.0,0.0,1938.0,RO32,Bucharest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0042.2020,RO0042,"Universitatea de Arhitectură şi Urbanism ""Ion Mincu"" din Bucuresti","""Ion Mincu"" University of Architecture and Urbanism",2020,RO,1.0,0.0,1948.0,RO32,Bucharest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0043.2020,RO0043,Universitatea Tehnică de Construcții din București,Technical University of Civil Engineering Bucharest,2020,RO,1.0,0.0,1948.0,RO32,Bucharest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0044.2020,RO0044,Universitatea din București,University of Bucharest,2020,RO,1.0,0.0,1864.0,RO32,Bucharest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0045.2020,RO0045,Universitatea Naţională de Educaţie Fizică şi Sport din Bucureşti,"National University of Physical Education and Sport, Bucharest",2020,RO,1.0,0.0,2002.0,RO32,Bucharest,"6421044,995142922",,"4817622,305355187","428146,24971580924","258355,2074075605",0,"1053913,7713659755",,"5595034,20622946","3829827,212037286",,1180,341,1521,144,,294,157,451,25,75,75,160,"0,7502863332992349","0,06667859359958891","0,16413430713586166","0,05543237250554324",1
RO0046.2020,RO0046,Universitatea de Științe Agronomice și Medicină Veterinară din București,University of Agronomic Sciences and Veterinary Medicine of Bucharest,2020,RO,1.0,0.0,1948.0,RO32,Bucharest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0047.2020,RO0047,Academia de Studii Economice din București,Bucharest University of Economic Studies,2020,RO,1.0,0.0,1913.0,RO32,Bucharest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0048.2020,RO0048,Universitatea de Medicină și Farmacie „Carol Davila” din Bucuresti,"University of Medicine and Pharmacy ""CAROL DAVILA"" Bucharest",2020,RO,1.0,0.0,1857.0,RO32,Bucharest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0049.2020,RO0049,Universitatea Naţională de Artă Teatrală şi Cinematografică “I.L.Caragiale” din București,"University of Theatre and Film ""I.L. Caragiale"", Bucharest",2020,RO,1.0,0.0,1954.0,RO32,Bucharest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0050.2020,RO0050,Universitatea Națională de Arte din București,National University of Arts Bucharest,2020,RO,1.0,0.0,1864.0,RO32,Bucharest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0051.2020,RO0051,Universitatea Naţională de Muzică din Bucureşti,National University of Music Bucharest,2020,RO,1.0,0.0,1864.0,RO32,Bucharest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0052.2020,RO0052,Școala Națională de Studii Politice și Administrative din București,National University of Political Studies and Public Administration,2020,RO,1.0,0.0,1991.0,RO32,Bucharest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0053.2020,RO0053,Academia de Poliție „Alexandru Ioan Cuza” din Bucureşti,"""Alexandru Ioan Cuza"" Police Academy of Bucharest",2020,RO,1.0,0.0,1949.0,RO32,Bucharest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0054.2020,RO0054,Academia Tehnică Militară din Bucureşti,"Military Technical Academy ""Ferdinand I""",2020,RO,1.0,0.0,1949.0,RO32,Bucharest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0055.2020,RO0055,"Universitatea Naţională de Apărare ""Carol I"" din Bucureşti","National Defence University ""Carol I""",2020,RO,1.0,0.0,1889.0,RO32,Bucharest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0056.2020,RO0056,"Universitatea de Vest ""Vasile Goldiș"" din Arad","""Vasile Goldis"" Western University of Arad",2020,RO,0.0,1.0,1990.0,RO42,Arad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0057.2020,RO0057,"Universitatea ""Constantin Brâncoveanu"" din Piteşti","""Constantin Brancoveanu"" University of Pitesti",2020,RO,0.0,1.0,1991.0,RO31,Pitesti,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0058.2020,RO0058,"Universitatea ""George Bacovia"" din Bacău","""George Bacovia"" University from Bacau",2020,RO,0.0,1.0,1992.0,RO21,Bacău,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0061.2020,RO0061,"Universitatea ""Bogdan Vodă""din Cluj-Napoka","""Bogdan-Voda"" University of Cluj Napoca",2020,RO,0.0,1.0,2005.0,RO11,Cluj-Napoca,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0062.2020,RO0062,"Universitatea ""Andrei Șaguna"" din Constanta","""Andrei Saguna"" University of Constanta",2020,RO,0.0,1.0,2005.0,RO22,Constanța,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0063.2020,RO0063,"Universitatea  ""Petre Andrei"" din Iaşi","""Petre Andrei"" University of Iasi",2020,RO,0.0,1.0,2002.0,RO21,Iaşi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0065.2020,RO0065,"Universitatea ""Dimitrie Cantemir"" din Târgu Mureș","""Dimitrie Cantemir"" University of Targu Mures",2020,RO,0.0,1.0,2005.0,RO12,Târgu Mureș,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0067.2020,RO0067,"Universitatea Europeană ""Drăgan"" din Lugoj","""Dragan"" European University of Lugoj",2020,RO,0.0,1.0,2003.0,RO42,Lugoj,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0068.2020,RO0068,"Universitatea ""Tibiscus"" din Timișoara","""Tibiscus"" University of Timisoara",2020,RO,0.0,1.0,2002.0,RO42,Timișoara,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0070.2020,RO0070,Universitatea „Athenaeum” din București,Athenaeum University of Bucharest,2020,RO,0.0,1.0,2005.0,RO32,Bucharest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0071.2020,RO0071,"Universitatea ""Nicolae Titulescu"" din București","""Nicolae Titulescu"" University of Bucharest",2020,RO,0.0,1.0,2002.0,RO32,Bucharest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0072.2020,RO0072,"Universitatea ""Artifex"" din București","""Artifex"" University of Bucharest",2020,RO,0.0,1.0,2005.0,RO32,Bucharest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0073.2020,RO0073,"Universitatea Creștină ""Dimitrie Cantemir"" din București","""Dimitrie Cantemir"" Christian University",2020,RO,0.0,1.0,2002.0,RO32,Bucharest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0074.2020,RO0074,Universitatea Ecologică din București,Ecological University of Bucharest,2020,RO,0.0,1.0,2003.0,RO32,Bucharest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0075.2020,RO0075,"Universitatea ""Hyperion"" din București","""Hyperion"" University of Bucharest",2020,RO,0.0,1.0,2002.0,RO32,Bucharest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0076.2020,RO0076,"Universitatea ""Titu Maiorescu"" din București","""Titu Maiorescu"" University",2020,RO,0.0,1.0,2002.0,RO32,Bucharest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0078.2020,RO0078,Universitatea Româno-Americană din București,Romanian-American University of Bucharest,2020,RO,0.0,1.0,2002.0,RO32,Bucharest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0079.2020,RO0079,"Universitatea ""Spiru Haret"" din București","""Spiru Haret"" University of Bucharest",2020,RO,1.0,1.0,2000.0,RO32,Bucharest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0082.2020,RO0082,"Universitatea ""Bioterra"" din București","""Bioterra"" University Bucharest",2020,RO,0.0,1.0,2002.0,RO32,Bucharest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0083.2020,RO0083,Universitatea Apollonia din Iași,"""Apollonia"" University of Iasi",2020,RO,0.0,1.0,2002.0,RO21,Iaşi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0084.2020,RO0084,"Universitatea Creştină ""Partium"" din Oradea","""Partium"" Christian University, Oradea",2020,RO,0.0,1.0,2008.0,RO11,Oradea,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0085.2020,RO0085,"Universitatea ""DANUBIUS"" din Galați","""Danubius"" University of Galati",2020,RO,0.0,1.0,2002.0,RO22,Galați,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0087.2020,RO0087,"Academia Naţională de Informaţii ""Mihai Viteazul"" din București",“Mihai Viteazul” National Intelligence Academy,2020,RO,0.0,0.0,2000.0,RO32,Bucharest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0088.2020,RO0088,Institutul Teologic Baptist din București,Baptist Theological Institute of Bucharest,2020,RO,0.0,1.0,1990.0,RO32,Bucharest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0089.2020,RO0089,Institutul Teologic Penticostal din Bucureşti,"Pentecostal Theological Institute, Bucharest",2020,RO,0.0,1.0,2008.0,RO32,Bucharest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0090.2020,RO0090,Institutul Teologic Protestant din Cluj-Napoca,Protestant Theological Institute of Cluj Napoca,2020,RO,0.0,1.0,2009.0,RO11,Cluj-Napoca,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0091.2020,RO0091,Universitatea „Emanuel” din Oradea,"""Emanuel"" University of Oradea",2020,RO,0.0,1.0,1990.0,RO11,Oradea,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0092.2020,RO0092,Institutul de Administrare a Afacerilor din București,The Institute for Business Administration in Bucharest (ASEBUSS),2020,RO,0.0,1.0,2009.0,RO32,Bucharest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0094.2020,RO0094,"Universitatea ""Sapientia""din Cluj-Napoca",Sapientia Hungarian University of Transylvania,2020,RO,0.0,1.0,2001.0,RO11,Cluj-Napoca,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0095.2020,RO0095,"Universitatea ""Agora"" din Oradea","""Agora"" University of Oradea",2020,RO,0.0,1.0,2012.0,RO11,Oradea,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0096.2020,RO0096,"Universitatea ""Adventus"" din Cernica",Adventus University of Cernica,2020,RO,0.0,1.0,1924.0,RO32,Cernica,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0097.2020,RO0097,Fundaţia Ştefan Lupaşcu - Institutul De Studii Europene Din Iaşi,Fundaţia Ştefan Lupaşcu - Institutul De Studii Europene Din Iaşi,2020,RO,0.0,1.0,1999.0,RO21,Iaşi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0098.2020,RO0098,Institutul Teologic Romano-Catolic Franciscan Din Roman,Institutul Teologic Romano-Catolic Franciscan Din Roman,2020,RO,0.0,1.0,1990.0,RO21,Roman,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0101.2020,RO0101,Pentru Cultură Şi Învăţământ Ioan Slavici - Universitatea Ioan Slavici Din Timişoara,Pentru Cultură Şi Învăţământ Ioan Slavici - Universitatea Ioan Slavici Din Timişoara,2020,RO,0.0,1.0,2000.0,RO42,Timișoara,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0102.2020,RO0102,"Fundaţia ""Gaudeamus"" - Universitatea ""Tomis"" Din Constanţa","Fundaţia ""Gaudeamus"" - Universitatea ""Tomis"" Din Constanţa",2020,RO,0.0,1.0,2007.0,RO22,Constanța,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0103.2020,RO0103,"Institutul Teologic Creştin După Evanghelie ""Timotheus"" Din Bucureşti","Institutul Teologic Creştin După Evanghelie ""Timotheus"" Din Bucureşti",2020,RO,0.0,1.0,1992.0,RO32,Bucharest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0104.2020,RO0104,Fundaţia Lumina - Instituţii De Învăţământ - Universitatea Europei De Sud Est - Lumina,Fundaţia Lumina - Instituţii De Învăţământ - Universitatea Europei De Sud Est - Lumina,2020,RO,0.0,1.0,2010.0,RO32,Bucharest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0115.2020,RO0115,Școala Normală Superioară- București (S.N.S.B.),Școala Normală Superioară- București (S.N.S.B.),2020,RO,0.0,1.0,2001.0,RO32,Bucharest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO0116.2020,RO0116,"Universitatea de Medicină, Farmacie, Științe și Tehnologie „George Emil Palade” din Târgu Mureș","”George Emil Palade” University of Medicine, Pharmacy, Science, and Technology of Târgu Mureş",2020,RO,1.0,0.0,2018.0,RO12,Târgu Mureș,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS0001.2020,RS0001,Универзитет У Београду,University of Belgrade,2020,RS,1.0,0.0,1905.0,RS11,Belgrade,,,,,,,,"71958815,31957166",,,,63203,24617,87820,6619,,7494,4932,12426,346,4796,4880,,,,,"0,027844841461451796",1
RS0002.2020,RS0002,Универзитет У Новом Саду,University of Novi Sad,2020,RS,1.0,0.0,1960.0,RS12,Novi Sad,,,,,,,,30608567.78113537,,,,29308.0,8844.0,38152.0,1722.0,,4014.0,2091.0,6105.0,147.0,2610.0,3212.0,,,,,0.024078624078624,1.0
RS0003.2020,RS0003,Универзитет У Нишу,University of Niš,2020,RS,1.0,0.0,1965.0,RS22,Niš,,,,,,,,13191829.74322512,,,,13431.0,5981.0,19412.0,1164.0,,1761.0,1268.0,3029.0,63.0,1463.0,1495.0,,,,,0.0207989435457246,1.0
RS0004.2020,RS0004,Универзитет У Крагујевцу,University of Kragujevac,2020,RS,1.0,0.0,1960.0,RS21,Kragujevac,,,,,,,,8992742.67144195,,,,9984.0,3228.0,13212.0,967.0,,1575.0,837.0,2412.0,53.0,1159.0,1212.0,,,,,0.0219734660033167,1.0
RS0006.2020,RS0006,Универзитет уметности у Београду,University of Arts in Belgrade,2020,RS,1.0,0.0,1973.0,RS11,Belgrade,,,,,,,,230630.4681925229,,,,1676.0,589.0,2265.0,486.0,,316.0,194.0,510.0,53.0,489.0,491.0,,,,,0.1039215686274509,1.0
RS0007.2020,RS0007,Државни универзитет у Новом Пазару,State University of Novi Pazar,2020,RS,1.0,0.0,2006.0,RS21,Novi  Pazar,,,,,,,,86751.14413702599,,,,1463.0,343.0,1806.0,0.0,,200.0,92.0,292.0,0.0,112.0,218.0,,,,,0.0,1.0
RS0008.2020,RS0008,Evropski Univerzitet,European University Belgrade,2020,RS,1.0,1.0,2000.0,RS11,Belgrade,,,,,,,,0.0,,,,,,,,,,,,,19.0,24.0,,,,,,1.0
RS0009.2020,RS0009,Educons Univerzitet,Educons University Sremska Kamenica,2020,RS,1.0,1.0,2009.0,RS12,Sremska Kamenica,,,,,,,,1310205.931907156,,,,1468.0,152.0,1620.0,28.0,,263.0,115.0,378.0,1.0,150.0,186.0,,,,,0.0026455026455026,1.0
RS0010.2020,RS0010,Универзитет Мегатренд,Megatrend University Belgrade,2020,RS,1.0,1.0,2003.0,RS11,Novi Beograd,,,,,,,,608839.941587563,,,,2179.0,65.0,2244.0,51.0,,574.0,12.0,586.0,2.0,137.0,167.0,,,,,0.0034129692832764,1.0
RS0011.2020,RS0011,Универзитет Метрополитан,Metropolitan University Belgrade,2020,RS,1.0,1.0,2005.0,RS11,Belgrade,,,,,,,,239390.63274753632,,,,663.0,67.0,730.0,2.0,,176.0,25.0,201.0,0.0,126.0,194.0,,,,,0.0,1.0
RS0012.2020,RS0012,Универзитет Сингидунум,Singidunum University,2020,RS,1.0,1.0,2005.0,RS11,Belgrade,,,,,,,,485968.00243583607,,,,7281.0,642.0,7923.0,104.0,,1013.0,236.0,1249.0,19.0,223.0,303.0,,,,,0.0152121697357886,1.0
