freq,freq_label,unit,unit_label,isced11,isced11_label,iscedf13,iscedf13_label,sex,sex_label,geo,geo_label,time,time_label,graduates
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F0239,Languages not elsewhere classified,T,Total,SE,Sweden,2016,2016,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F0239,Languages not elsewhere classified,T,Total,SE,Sweden,2017,2017,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F0239,Languages not elsewhere classified,T,Total,SE,Sweden,2018,2018,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F0239,Languages not elsewhere classified,T,Total,SE,Sweden,2019,2019,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F0239,Languages not elsewhere classified,T,Total,SE,Sweden,2020,2020,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F0239,Languages not elsewhere classified,T,Total,SE,Sweden,2021,2021,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F0239,Languages not elsewhere classified,T,Total,SE,Sweden,2022,2022,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F0239,Languages not elsewhere classified,T,Total,SE,Sweden,2023,2023,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,BE,Belgium,2010,2010,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,BE,Belgium,2013,2013,804
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,BE,Belgium,2014,2014,840
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,BE,Belgium,2015,2015,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,BE,Belgium,2016,2016,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,BE,Belgium,2017,2017,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,BE,Belgium,2018,2018,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,BE,Belgium,2019,2019,3
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,BE,Belgium,2020,2020,3
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,BE,Belgium,2021,2021,1
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,BE,Belgium,2022,2022,5
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,BE,Belgium,2023,2023,2
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,BG,Bulgaria,2010,2010,6
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,BG,Bulgaria,2013,2013,9
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,BG,Bulgaria,2014,2014,6
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,BG,Bulgaria,2015,2015,10
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,BG,Bulgaria,2016,2016,8
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,BG,Bulgaria,2017,2017,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,BG,Bulgaria,2018,2018,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,BG,Bulgaria,2019,2019,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,BG,Bulgaria,2020,2020,13
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,BG,Bulgaria,2021,2021,27
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,BG,Bulgaria,2022,2022,19
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,BG,Bulgaria,2023,2023,15
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,CZ,Czechia,2013,2013,1705
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,CZ,Czechia,2014,2014,1371
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,CZ,Czechia,2015,2015,1419
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,CZ,Czechia,2016,2016,1282
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,CZ,Czechia,2017,2017,759
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,CZ,Czechia,2018,2018,803
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,CZ,Czechia,2019,2019,759
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,CZ,Czechia,2020,2020,764
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,CZ,Czechia,2021,2021,723
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,CZ,Czechia,2022,2022,555
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,CZ,Czechia,2023,2023,744
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,DK,Denmark,2013,2013,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,DK,Denmark,2014,2014,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,DK,Denmark,2015,2015,2289
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,DK,Denmark,2016,2016,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,DK,Denmark,2017,2017,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,DK,Denmark,2018,2018,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,DK,Denmark,2019,2019,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,DK,Denmark,2020,2020,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,DK,Denmark,2021,2021,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,DK,Denmark,2022,2022,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,DK,Denmark,2023,2023,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,DE,Germany,2013,2013,3414
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,DE,Germany,2014,2014,3965
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,DE,Germany,2015,2015,4193
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,DE,Germany,2016,2016,4107
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,DE,Germany,2017,2017,4070
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,DE,Germany,2018,2018,3749
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,DE,Germany,2019,2019,3545
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,DE,Germany,2020,2020,2962
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,DE,Germany,2021,2021,3365
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,DE,Germany,2022,2022,3000
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,DE,Germany,2023,2023,2952
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,EE,Estonia,2013,2013,3
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,EE,Estonia,2014,2014,97
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,EE,Estonia,2015,2015,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,EE,Estonia,2016,2016,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,EE,Estonia,2017,2017,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,EE,Estonia,2018,2018,4
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,EE,Estonia,2019,2019,7
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,EE,Estonia,2020,2020,16
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,EE,Estonia,2021,2021,9
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,EE,Estonia,2022,2022,9
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,EE,Estonia,2023,2023,13
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,IE,Ireland,2013,2013,1545
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,IE,Ireland,2014,2014,2074
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,IE,Ireland,2015,2015,353
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,IE,Ireland,2016,2016,292
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,IE,Ireland,2017,2017,381
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,IE,Ireland,2018,2018,407
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,IE,Ireland,2019,2019,386
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,IE,Ireland,2020,2020,365
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,IE,Ireland,2021,2021,302
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,IE,Ireland,2022,2022,323
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,IE,Ireland,2023,2023,172
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,EL,Greece,2013,2013,57
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,EL,Greece,2014,2014,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,EL,Greece,2015,2015,1660
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,EL,Greece,2016,2016,1416
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,EL,Greece,2017,2017,1246
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,EL,Greece,2018,2018,1277
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,EL,Greece,2019,2019,1436
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,EL,Greece,2020,2020,602
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,EL,Greece,2021,2021,1039
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,EL,Greece,2022,2022,1091
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,EL,Greece,2023,2023,1296
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,ES,Spain,2010,2010,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,ES,Spain,2013,2013,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,ES,Spain,2014,2014,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,ES,Spain,2015,2015,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,ES,Spain,2016,2016,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,ES,Spain,2017,2017,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,ES,Spain,2018,2018,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,ES,Spain,2019,2019,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,ES,Spain,2020,2020,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,ES,Spain,2021,2021,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,ES,Spain,2022,2022,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,ES,Spain,2023,2023,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,FR,France,2010,2010,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,FR,France,2013,2013,7027
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,FR,France,2014,2014,7251
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,FR,France,2015,2015,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,FR,France,2016,2016,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,FR,France,2017,2017,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,FR,France,2018,2018,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,FR,France,2019,2019,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,FR,France,2020,2020,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,FR,France,2021,2021,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,FR,France,2022,2022,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,FR,France,2023,2023,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,HR,Croatia,2015,2015,2
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,HR,Croatia,2016,2016,275
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,HR,Croatia,2017,2017,378
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,HR,Croatia,2018,2018,15
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,HR,Croatia,2019,2019,15
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,HR,Croatia,2020,2020,12
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,HR,Croatia,2021,2021,22
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,HR,Croatia,2022,2022,36
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,HR,Croatia,2023,2023,12
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,IT,Italy,2017,2017,13223
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,IT,Italy,2018,2018,10639
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,IT,Italy,2019,2019,12008
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,IT,Italy,2020,2020,11244
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,IT,Italy,2021,2021,13619
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,IT,Italy,2022,2022,11755
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,IT,Italy,2023,2023,12874
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,CY,Cyprus,2013,2013,14
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,CY,Cyprus,2014,2014,8
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,CY,Cyprus,2015,2015,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,CY,Cyprus,2016,2016,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,CY,Cyprus,2017,2017,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,CY,Cyprus,2018,2018,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,CY,Cyprus,2019,2019,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,CY,Cyprus,2020,2020,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,CY,Cyprus,2021,2021,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,CY,Cyprus,2022,2022,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,CY,Cyprus,2023,2023,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,LV,Latvia,2013,2013,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,LV,Latvia,2014,2014,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,LV,Latvia,2015,2015,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,LV,Latvia,2016,2016,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,LV,Latvia,2017,2017,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,LV,Latvia,2018,2018,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,LV,Latvia,2019,2019,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,LV,Latvia,2020,2020,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,LV,Latvia,2021,2021,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,LV,Latvia,2022,2022,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,LV,Latvia,2023,2023,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,LT,Lithuania,2013,2013,82
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,LT,Lithuania,2014,2014,96
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,LT,Lithuania,2015,2015,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,LT,Lithuania,2016,2016,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,LT,Lithuania,2017,2017,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,LT,Lithuania,2018,2018,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,LT,Lithuania,2019,2019,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,LT,Lithuania,2020,2020,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,LT,Lithuania,2021,2021,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,LT,Lithuania,2022,2022,0
A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),F028,Inter-disciplinary programmes and qualifications involving arts and humanities,T,Total,LT,Lithuania,2023,2023,0
