freq,freq_label,unit,unit_label,nace_r2,nace_r2_label,na_item,na_item_label,geo,geo_label,time,time_label,employment_thousands
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,ES,Spain,2023,2023,18368.9
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,FR,France,2010,2010,24489.4
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,FR,France,2011,2011,24600.5
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,FR,France,2012,2012,24610.8
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,FR,France,2013,2013,24557.5
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,FR,France,2014,2014,24653.1
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,FR,France,2015,2015,24721.0
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,FR,France,2016,2016,24920.2
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,FR,France,2017,2017,25222.4
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,FR,France,2018,2018,25462.6
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,FR,France,2019,2019,25704.1
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,FR,France,2020,2020,25609.5
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,FR,France,2021,2021,26247.7
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,FR,France,2022,2022,26808.0
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,FR,France,2023,2023,27064.9
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,HR,Croatia,2010,2010,1291.45
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,HR,Croatia,2011,2011,1240.72
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,HR,Croatia,2012,2012,1238.31
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,HR,Croatia,2013,2013,1221.84
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,HR,Croatia,2014,2014,1290.64
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,HR,Croatia,2015,2015,1303.04
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,HR,Croatia,2016,2016,1321.35
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,HR,Croatia,2017,2017,1357.87
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,HR,Croatia,2018,2018,1375.75
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,HR,Croatia,2019,2019,1400.77
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,HR,Croatia,2020,2020,1380.44
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,HR,Croatia,2021,2021,1388.37
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,HR,Croatia,2022,2022,1414.41
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,HR,Croatia,2023,2023,1443.52
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,IT,Italy,2010,2010,17988.3
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,IT,Italy,2011,2011,18050.8
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,IT,Italy,2012,2012,18033.7
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,IT,Italy,2013,2013,17717.8
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,IT,Italy,2014,2014,17724.3
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,IT,Italy,2015,2015,17907.8
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,IT,Italy,2016,2016,18294.3
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,IT,Italy,2017,2017,18682.6
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,IT,Italy,2018,2018,18947.1
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,IT,Italy,2019,2019,19112.9
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,IT,Italy,2020,2020,18778.8
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,IT,Italy,2021,2021,19147.9
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,IT,Italy,2022,2022,19594.6
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,IT,Italy,2023,2023,20052.8
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,CY,Cyprus,2010,2010,355.38
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,CY,Cyprus,2011,2011,358.51
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,CY,Cyprus,2012,2012,347.11
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,CY,Cyprus,2013,2013,326.16
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,CY,Cyprus,2014,2014,319.39
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,CY,Cyprus,2015,2015,324.85
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,CY,Cyprus,2016,2016,340.39
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,CY,Cyprus,2017,2017,359.97
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,CY,Cyprus,2018,2018,381.86
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,CY,Cyprus,2019,2019,400.82
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,CY,Cyprus,2020,2020,398.27
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,CY,Cyprus,2021,2021,411.02
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,CY,Cyprus,2022,2022,429.09
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,CY,Cyprus,2023,2023,443.28
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,LV,Latvia,2010,2010,743.91
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,LV,Latvia,2011,2011,756.39
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,LV,Latvia,2012,2012,766.72
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,LV,Latvia,2013,2013,782.98
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,LV,Latvia,2014,2014,772.76
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,LV,Latvia,2015,2015,774.48
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,LV,Latvia,2016,2016,769.01
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,LV,Latvia,2017,2017,772.24
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,LV,Latvia,2018,2018,798.67
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,LV,Latvia,2019,2019,816.97
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,LV,Latvia,2020,2020,799.51
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,LV,Latvia,2021,2021,785.54
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,LV,Latvia,2022,2022,782.27
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,LV,Latvia,2023,2023,813.97
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,LT,Lithuania,2010,2010,1113.67
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,LT,Lithuania,2011,2011,1123.54
A,Annual,THS_PER,Thousand persons,TOTAL,Total - all NACE activities,SAL_DC,Employees domestic concept,LT,Lithuania,2012,2012,1138.98
