freq,freq_label,unit,unit_label,nace_r2,nace_r2_label,na_item,na_item_label,geo,geo_label,time,time_label,employment_thousands
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,HR,Croatia,2013,2013,7.03
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,HR,Croatia,2014,2014,7.24
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,HR,Croatia,2015,2015,7.15
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,HR,Croatia,2016,2016,7.23
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,HR,Croatia,2017,2017,7.31
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,HR,Croatia,2018,2018,7.61
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,HR,Croatia,2019,2019,7.98
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,HR,Croatia,2020,2020,7.64
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,HR,Croatia,2021,2021,7.85
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,HR,Croatia,2022,2022,7.84
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,HR,Croatia,2023,2023,7.62
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,IT,Italy,2010,2010,163.3
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,IT,Italy,2011,2011,161.7
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,IT,Italy,2012,2012,161.0
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,IT,Italy,2013,2013,154.3
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,IT,Italy,2014,2014,152.6
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,IT,Italy,2015,2015,146.9
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,IT,Italy,2016,2016,147.4
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,IT,Italy,2017,2017,146.4
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,IT,Italy,2018,2018,146.3
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,IT,Italy,2019,2019,146.7
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,IT,Italy,2020,2020,145.2
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,IT,Italy,2021,2021,148.2
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,IT,Italy,2022,2022,144.6
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,IT,Italy,2023,2023,142.7
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,CY,Cyprus,2010,2010,0.46
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,CY,Cyprus,2011,2011,0.41
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,CY,Cyprus,2012,2012,0.42
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,CY,Cyprus,2013,2013,0.37
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,CY,Cyprus,2014,2014,0.37
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,CY,Cyprus,2015,2015,0.44
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,CY,Cyprus,2016,2016,0.44
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,CY,Cyprus,2017,2017,0.39
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,CY,Cyprus,2018,2018,0.42
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,CY,Cyprus,2019,2019,0.42
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,CY,Cyprus,2020,2020,0.44
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,CY,Cyprus,2021,2021,0.46
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,CY,Cyprus,2022,2022,0.47
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,CY,Cyprus,2023,2023,0.48
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,LV,Latvia,2010,2010,2.34
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,LV,Latvia,2011,2011,2.84
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,LV,Latvia,2012,2012,3.04
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,LV,Latvia,2013,2013,3.09
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,LV,Latvia,2014,2014,3.01
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,LV,Latvia,2015,2015,2.75
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,LV,Latvia,2016,2016,3.42
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,LV,Latvia,2017,2017,3.13
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,LV,Latvia,2018,2018,3.48
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,LV,Latvia,2019,2019,3.38
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,LV,Latvia,2020,2020,3.47
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,LV,Latvia,2021,2021,3.61
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,LV,Latvia,2022,2022,3.94
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,LV,Latvia,2023,2023,4.21
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,LT,Lithuania,2010,2010,3.57
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,LT,Lithuania,2011,2011,4.2
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,LT,Lithuania,2012,2012,3.95
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,LT,Lithuania,2013,2013,3.7
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,LT,Lithuania,2014,2014,3.91
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,LT,Lithuania,2015,2015,3.84
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,LT,Lithuania,2016,2016,4.42
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,LT,Lithuania,2017,2017,4.89
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,LT,Lithuania,2018,2018,5.21
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,LT,Lithuania,2019,2019,4.74
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,LT,Lithuania,2020,2020,4.59
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,LT,Lithuania,2021,2021,4.62
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,LT,Lithuania,2022,2022,7.16
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,LT,Lithuania,2023,2023,6.46
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,HU,Hungary,2010,2010,52.13
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,HU,Hungary,2011,2011,49.28
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,HU,Hungary,2012,2012,46.52
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,HU,Hungary,2013,2013,52.12
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,HU,Hungary,2014,2014,44.29
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,HU,Hungary,2015,2015,42.94
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,HU,Hungary,2016,2016,49.44
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,HU,Hungary,2017,2017,53.53
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,HU,Hungary,2018,2018,59.42
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,HU,Hungary,2019,2019,62.71
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,HU,Hungary,2020,2020,60.48
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,HU,Hungary,2021,2021,64.76
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,HU,Hungary,2022,2022,65.49
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,HU,Hungary,2023,2023,67.52
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,MT,Malta,2014,2014,0.53
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,MT,Malta,2015,2015,0.49
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,MT,Malta,2016,2016,0.5
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,MT,Malta,2017,2017,0.51
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,MT,Malta,2018,2018,0.52
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,MT,Malta,2019,2019,0.53
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,MT,Malta,2020,2020,0.52
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,MT,Malta,2021,2021,0.6
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,MT,Malta,2022,2022,0.61
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,MT,Malta,2023,2023,0.52
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,NL,Netherlands,2010,2010,19.0
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,NL,Netherlands,2011,2011,21.0
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,NL,Netherlands,2012,2012,21.0
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,NL,Netherlands,2013,2013,20.0
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,NL,Netherlands,2014,2014,19.0
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,NL,Netherlands,2015,2015,19.0
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,NL,Netherlands,2016,2016,20.0
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,NL,Netherlands,2017,2017,20.0
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,NL,Netherlands,2018,2018,21.0
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,NL,Netherlands,2019,2019,21.0
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,NL,Netherlands,2020,2020,21.0
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,NL,Netherlands,2021,2021,23.0
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,NL,Netherlands,2022,2022,24.0
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,NL,Netherlands,2023,2023,25.0
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,AT,Austria,2010,2010,44.72
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,AT,Austria,2011,2011,46.38
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,AT,Austria,2012,2012,45.37
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,AT,Austria,2013,2013,46.03
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,AT,Austria,2014,2014,45.73
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,AT,Austria,2015,2015,46.15
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,AT,Austria,2016,2016,46.33
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,AT,Austria,2017,2017,47.59
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,AT,Austria,2018,2018,48.06
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,AT,Austria,2019,2019,47.01
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,AT,Austria,2020,2020,46.83
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,AT,Austria,2021,2021,47.02
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,AT,Austria,2022,2022,48.02
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,AT,Austria,2023,2023,49.79
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,PL,Poland,2010,2010,109.0
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,PL,Poland,2011,2011,118.3
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,PL,Poland,2012,2012,123.2
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,PL,Poland,2013,2013,122.3
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,PL,Poland,2014,2014,131.1
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,PL,Poland,2015,2015,126.7
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,PL,Poland,2016,2016,149.0
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,PL,Poland,2017,2017,145.0
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,PL,Poland,2018,2018,135.0
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,PL,Poland,2019,2019,138.0
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,PL,Poland,2020,2020,140.6
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,PL,Poland,2021,2021,135.7
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,PL,Poland,2022,2022,134.6
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,PL,Poland,2023,2023,129.8
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,PT,Portugal,2010,2010,16.71
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,PT,Portugal,2011,2011,16.31
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,PT,Portugal,2012,2012,15.45
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,PT,Portugal,2013,2013,16.86
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,PT,Portugal,2014,2014,17.1
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,PT,Portugal,2015,2015,17.46
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,PT,Portugal,2016,2016,17.86
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,PT,Portugal,2017,2017,18.51
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,PT,Portugal,2018,2018,19.22
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,PT,Portugal,2019,2019,19.83
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,PT,Portugal,2020,2020,18.96
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,PT,Portugal,2021,2021,18.14
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,PT,Portugal,2022,2022,18.69
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,PT,Portugal,2023,2023,18.97
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,RO,Romania,2010,2010,71.0
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,RO,Romania,2011,2011,69.8
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,RO,Romania,2012,2012,60.4
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,RO,Romania,2013,2013,59.7
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,RO,Romania,2014,2014,69.9
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,RO,Romania,2015,2015,86.4
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,RO,Romania,2016,2016,89.1
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,RO,Romania,2017,2017,74.8
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,RO,Romania,2018,2018,78.0
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,RO,Romania,2019,2019,89.8
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,RO,Romania,2020,2020,88.0
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,RO,Romania,2021,2021,87.5
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,RO,Romania,2022,2022,85.7
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,RO,Romania,2023,2023,88.2
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,SI,Slovenia,2010,2010,18.6
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,SI,Slovenia,2011,2011,18.53
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,SI,Slovenia,2012,2012,18.39
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,SI,Slovenia,2013,2013,17.6
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,SI,Slovenia,2014,2014,17.39
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,SI,Slovenia,2015,2015,19.85
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,SI,Slovenia,2016,2016,21.78
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,SI,Slovenia,2017,2017,21.52
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,SI,Slovenia,2018,2018,22.63
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,SI,Slovenia,2019,2019,22.74
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,SI,Slovenia,2020,2020,21.39
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,SI,Slovenia,2021,2021,22.22
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,SI,Slovenia,2022,2022,22.47
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,SI,Slovenia,2023,2023,22.15
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,SK,Slovakia,2010,2010,26.4
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,SK,Slovakia,2011,2011,28.55
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,SK,Slovakia,2012,2012,26.74
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,SK,Slovakia,2013,2013,27.94
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,SK,Slovakia,2014,2014,29.67
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,SK,Slovakia,2015,2015,30.75
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,SK,Slovakia,2016,2016,32.09
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,SK,Slovakia,2017,2017,33.03
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,SK,Slovakia,2018,2018,34.31
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,SK,Slovakia,2019,2019,33.85
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,SK,Slovakia,2020,2020,32.92
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,SK,Slovakia,2021,2021,35.82
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,SK,Slovakia,2022,2022,37.3
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,SK,Slovakia,2023,2023,36.82
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,FI,Finland,2010,2010,16.5
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,FI,Finland,2011,2011,16.1
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,FI,Finland,2012,2012,16.7
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,FI,Finland,2013,2013,16.5
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,FI,Finland,2014,2014,16.8
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,FI,Finland,2015,2015,16.7
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,FI,Finland,2016,2016,16.1
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,FI,Finland,2017,2017,15.8
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,FI,Finland,2018,2018,16.2
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,FI,Finland,2019,2019,16.5
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,FI,Finland,2020,2020,16.2
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,FI,Finland,2021,2021,16.7
A,Annual,THS_PER,Thousand persons,C27,Manufacture of electrical equipment,SAL_DC,Employees domestic concept,FI,Finland,2022,2022,18.5
