freq,freq_label,unit,unit_label,sex,sex_label,age,age_label,geo,geo_label,time,time_label,population
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,BE,Belgium,2010,2010,650632.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,BE,Belgium,2011,2011,649018.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,BE,Belgium,2012,2012,642314.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,BE,Belgium,2013,2013,635280.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,BE,Belgium,2014,2014,629626.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,BE,Belgium,2015,2015,628388.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,BE,Belgium,2016,2016,634837.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,BE,Belgium,2017,2017,632988.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,BE,Belgium,2018,2018,630153.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,BE,Belgium,2019,2019,631502.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,BE,Belgium,2020,2020,636442.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,BE,Belgium,2021,2021,640531.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,BE,Belgium,2022,2022,652920.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,BE,Belgium,2023,2023,673609.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,BG,Bulgaria,2010,2010,409882.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,BG,Bulgaria,2011,2011,380036.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,BG,Bulgaria,2012,2012,358043.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,BG,Bulgaria,2013,2013,339905.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,BG,Bulgaria,2014,2014,316432.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,BG,Bulgaria,2015,2015,302865.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,BG,Bulgaria,2016,2016,297037.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,BG,Bulgaria,2017,2017,287017.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,BG,Bulgaria,2018,2018,279857.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,BG,Bulgaria,2019,2019,279195.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,BG,Bulgaria,2020,2020,274476.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,BG,Bulgaria,2021,2021,277947.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,BG,Bulgaria,2022,2022,289128.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,BG,Bulgaria,2023,2023,301621.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,CZ,Czechia,2010,2010,611895.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,CZ,Czechia,2011,2011,578984.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,CZ,Czechia,2012,2012,541105.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,CZ,Czechia,2013,2013,510265.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,CZ,Czechia,2014,2014,479874.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,CZ,Czechia,2015,2015,463083.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,CZ,Czechia,2016,2016,458003.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,CZ,Czechia,2017,2017,458673.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,CZ,Czechia,2018,2018,462200.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,CZ,Czechia,2019,2019,467391.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,CZ,Czechia,2020,2020,478030.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,CZ,Czechia,2021,2021,486582.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,CZ,Czechia,2022,2022,503305.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,CZ,Czechia,2023,2023,556689.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,DK,Denmark,2010,2010,350928.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,DK,Denmark,2011,2011,356466.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,DK,Denmark,2012,2012,359125.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,DK,Denmark,2013,2013,358224.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,DK,Denmark,2014,2014,356746.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,DK,Denmark,2015,2015,352904.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,DK,Denmark,2016,2016,350964.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,DK,Denmark,2017,2017,349350.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,DK,Denmark,2018,2018,345980.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,DK,Denmark,2019,2019,344415.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,DK,Denmark,2020,2020,343282.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,DK,Denmark,2021,2021,341466.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,DK,Denmark,2022,2022,343723.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,DK,Denmark,2023,2023,347923.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,DE,Germany,2010,2010,4317072.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,DE,Germany,2011,2011,4068782.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,DE,Germany,2012,2012,4027946.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,DE,Germany,2013,2013,4038105.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,DE,Germany,2014,2014,4040497.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,DE,Germany,2015,2015,4066788.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,DE,Germany,2016,2016,4189964.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,DE,Germany,2017,2017,4172869.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,DE,Germany,2018,2018,4080567.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,DE,Germany,2019,2019,4003477.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,DE,Germany,2020,2020,3939243.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,DE,Germany,2021,2021,3856774.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,DE,Germany,2022,2022,3826980.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,DE,Germany,2023,2023,3864600.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,EE,Estonia,2010,2010,79750.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,EE,Estonia,2011,2011,73180.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,EE,Estonia,2012,2012,68634.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,EE,Estonia,2013,2013,64021.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,EE,Estonia,2014,2014,61311.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,EE,Estonia,2015,2015,59842.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,EE,Estonia,2016,2016,59938.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,EE,Estonia,2017,2017,59546.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,EE,Estonia,2018,2018,60173.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,EE,Estonia,2019,2019,61227.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,EE,Estonia,2020,2020,62917.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,EE,Estonia,2021,2021,64309.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,EE,Estonia,2022,2022,66578.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,EE,Estonia,2023,2023,72125.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,IE,Ireland,2010,2010,289938.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,IE,Ireland,2011,2011,282000.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,IE,Ireland,2012,2012,281092.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,IE,Ireland,2013,2013,283640.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,IE,Ireland,2014,2014,289110.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,IE,Ireland,2015,2015,294505.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,IE,Ireland,2016,2016,300000.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,IE,Ireland,2017,2017,308058.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,IE,Ireland,2018,2018,314902.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,IE,Ireland,2019,2019,321199.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,IE,Ireland,2020,2020,326755.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,IE,Ireland,2021,2021,327734.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,IE,Ireland,2022,2022,333936.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,IE,Ireland,2023,2023,343539.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,EL,Greece,2010,2010,586760.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,EL,Greece,2012,2012,556646.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,EL,Greece,2013,2013,543954.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,EL,Greece,2014,2014,538264.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,EL,Greece,2015,2015,527358.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,EL,Greece,2016,2016,519240.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,EL,Greece,2017,2017,518074.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,EL,Greece,2018,2018,518348.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,EL,Greece,2019,2019,522155.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,EL,Greece,2020,2020,528767.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,EL,Greece,2021,2021,530445.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,EL,Greece,2022,2022,530033.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,EL,Greece,2023,2023,534266.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,ES,Spain,2010,2010,2264335.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,ES,Spain,2011,2011,2228086.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,ES,Spain,2012,2012,2199410.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,ES,Spain,2013,2013,2165376.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,ES,Spain,2014,2014,2139358.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,ES,Spain,2015,2015,2149931.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,ES,Spain,2016,2016,2179618.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,ES,Spain,2017,2017,2213625.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,ES,Spain,2018,2018,2251342.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,ES,Spain,2019,2019,2317402.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,ES,Spain,2020,2020,2382307.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,ES,Spain,2021,2021,2417282.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,ES,Spain,2022,2022,2475545.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,ES,Spain,2023,2023,2562806.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,FR,France,2010,2010,4014434.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,FR,France,2011,2011,3980103.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,FR,France,2012,2012,3925548.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,FR,France,2013,2013,3911515.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,FR,France,2014,2014,3976653.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,FR,France,2015,2015,4021728.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,FR,France,2016,2016,4077434.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,FR,France,2017,2017,4103136.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,FR,France,2018,2018,4142585.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,FR,France,2019,2019,4182553.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,FR,France,2020,2020,4183848.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,FR,France,2021,2021,4160556.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,FR,France,2022,2022,4181454.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,FR,France,2023,2023,4211370.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,HR,Croatia,2010,2010,246354.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,HR,Croatia,2011,2011,244336.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,HR,Croatia,2012,2012,243970.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,HR,Croatia,2013,2013,244124.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,HR,Croatia,2014,2014,240545.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,HR,Croatia,2015,2015,234994.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,HR,Croatia,2016,2016,227355.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,HR,Croatia,2017,2017,215776.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,HR,Croatia,2018,2018,204508.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,HR,Croatia,2019,2019,195918.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,HR,Croatia,2020,2020,190751.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,HR,Croatia,2021,2021,188772.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,HR,Croatia,2022,2022,188897.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,HR,Croatia,2023,2023,190162.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,IT,Italy,2010,2010,2941153.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,IT,Italy,2011,2011,2917378.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,IT,Italy,2012,2012,2896250.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,IT,Italy,2013,2013,2865512.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,IT,Italy,2014,2014,2850419.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,IT,Italy,2015,2015,2847440.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,IT,Italy,2016,2016,2863240.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,IT,Italy,2017,2017,2870747.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,IT,Italy,2018,2018,2879427.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,IT,Italy,2019,2019,2873676.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,IT,Italy,2020,2020,2871056.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,IT,Italy,2021,2021,2857013.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,IT,Italy,2022,2022,2866117.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,IT,Italy,2023,2023,2895108.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,CY,Cyprus,2010,2010,63591.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,CY,Cyprus,2011,2011,63633.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,CY,Cyprus,2012,2012,62191.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,CY,Cyprus,2013,2013,58526.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,CY,Cyprus,2014,2014,55692.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,CY,Cyprus,2015,2015,53120.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,CY,Cyprus,2016,2016,51465.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,CY,Cyprus,2017,2017,49914.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,CY,Cyprus,2018,2018,48570.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,CY,Cyprus,2019,2019,47709.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,CY,Cyprus,2020,2020,46937.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,CY,Cyprus,2021,2021,46376.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,CY,Cyprus,2022,2022,46657.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,CY,Cyprus,2023,2023,46747.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,LV,Latvia,2010,2010,136225.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,LV,Latvia,2011,2011,122365.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,LV,Latvia,2012,2012,110566.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,LV,Latvia,2013,2013,99633.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,LV,Latvia,2014,2014,91835.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,LV,Latvia,2015,2015,87794.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,LV,Latvia,2016,2016,86281.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,LV,Latvia,2017,2017,85799.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,LV,Latvia,2018,2018,86834.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,LV,Latvia,2019,2019,88927.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,LV,Latvia,2020,2020,89522.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,LV,Latvia,2021,2021,90565.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,LV,Latvia,2022,2022,92847.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,LV,Latvia,2023,2023,97127.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,LT,Lithuania,2010,2010,229406.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,LT,Lithuania,2011,2011,215622.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,LT,Lithuania,2012,2012,201882.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,LT,Lithuania,2013,2013,187391.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,LT,Lithuania,2014,2014,176842.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,LT,Lithuania,2015,2015,170328.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,LT,Lithuania,2016,2016,162396.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,LT,Lithuania,2017,2017,153577.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,LT,Lithuania,2018,2018,145286.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,LT,Lithuania,2019,2019,139148.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,LT,Lithuania,2020,2020,133193.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,LT,Lithuania,2021,2021,129667.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,LT,Lithuania,2022,2022,129301.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,LT,Lithuania,2023,2023,133898.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,LU,Luxembourg,2010,2010,29804.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,LU,Luxembourg,2011,2011,30385.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,LU,Luxembourg,2012,2012,31557.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,LU,Luxembourg,2013,2013,32133.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,LU,Luxembourg,2014,2014,32451.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,LU,Luxembourg,2015,2015,32589.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,LU,Luxembourg,2016,2016,33186.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,LU,Luxembourg,2017,2017,33248.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,LU,Luxembourg,2018,2018,33113.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,LU,Luxembourg,2019,2019,33206.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,LU,Luxembourg,2020,2020,33331.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,LU,Luxembourg,2021,2021,33071.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,LU,Luxembourg,2022,2022,33442.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,LU,Luxembourg,2023,2023,34272.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,HU,Hungary,2010,2010,603793.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,HU,Hungary,2011,2011,589001.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,HU,Hungary,2012,2012,588428.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,HU,Hungary,2013,2013,563935.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,HU,Hungary,2014,2014,539327.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,HU,Hungary,2015,2015,515454.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,HU,Hungary,2016,2016,498390.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,HU,Hungary,2017,2017,486718.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,HU,Hungary,2018,2018,483536.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,HU,Hungary,2019,2019,481934.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,HU,Hungary,2020,2020,482994.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,HU,Hungary,2021,2021,483064.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,HU,Hungary,2022,2022,488259.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,HU,Hungary,2023,2023,487900.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,MT,Malta,2010,2010,27502.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,MT,Malta,2011,2011,26806.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,MT,Malta,2012,2012,26089.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,MT,Malta,2013,2013,25348.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,MT,Malta,2014,2014,24784.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,MT,Malta,2015,2015,24483.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,MT,Malta,2016,2016,24301.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,MT,Malta,2017,2017,23838.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,MT,Malta,2018,2018,23566.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,MT,Malta,2019,2019,23555.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,MT,Malta,2020,2020,23553.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,MT,Malta,2021,2021,22367.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,MT,Malta,2022,2022,22200.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,MT,Malta,2023,2023,22441.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,NL,Netherlands,2010,2010,1015423.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,NL,Netherlands,2011,2011,1006744.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,NL,Netherlands,2012,2012,998095.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,NL,Netherlands,2013,2013,992851.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,NL,Netherlands,2014,2014,995966.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,NL,Netherlands,2015,2015,1000993.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,NL,Netherlands,2016,2016,1018727.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,NL,Netherlands,2017,2017,1035405.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,NL,Netherlands,2018,2018,1048032.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,NL,Netherlands,2019,2019,1052019.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,NL,Netherlands,2020,2020,1049158.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,NL,Netherlands,2021,2021,1031735.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,NL,Netherlands,2022,2022,1025356.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,NL,Netherlands,2023,2023,1023081.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,AT,Austria,2010,2010,500713.0
A,Annual,NR,Number,T,Total,Y15-19,From 15 to 19 years,AT,Austria,2011,2011,495028.0
