DATAFLOW,LAST UPDATE,freq,unit,nace_r2,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Austria,2016,7011041,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Austria,2017,7080960,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Austria,2018,7225844,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Austria,2019,7344462,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Austria,2020,6696917,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Austria,2021,7028656,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Austria,2022,7209012,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Austria,2023,7254303,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Austria,2024,7264576,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Belgium,2016,7381226,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Belgium,2017,7501742,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Belgium,2018,7626984,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Belgium,2019,7747014,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Belgium,2020,7112700,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Belgium,2021,7688716,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Belgium,2022,8036304,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Belgium,2023,8101526,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Belgium,2024,8080728,p,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Bulgaria,2016,5692180,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Bulgaria,2017,5793060,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Bulgaria,2018,5791589,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Bulgaria,2019,5712238,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Bulgaria,2020,5480723,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Bulgaria,2021,5523904,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Bulgaria,2022,5576439,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Bulgaria,2023,5776808,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Bulgaria,2024,5718824,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Switzerland,2016,7833706,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Switzerland,2017,7815687,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Switzerland,2018,7857372,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Switzerland,2019,7903188,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Switzerland,2020,7608207,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Switzerland,2021,7828655,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Switzerland,2022,7965499,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Switzerland,2023,8106017,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Switzerland,2024,8117327,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Cyprus,2016,710685,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Cyprus,2017,741587,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Cyprus,2018,779440,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Cyprus,2019,819554,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Cyprus,2020,777170,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Cyprus,2021,842875,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Cyprus,2022,886019,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Cyprus,2023,911375,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Cyprus,2024,932104,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Czechia,2016,9271160,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Czechia,2017,9407578,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Czechia,2018,9558326,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Czechia,2019,9542315,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Czechia,2020,8744379,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Czechia,2021,9088648,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Czechia,2022,9489719,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Czechia,2023,9658635,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Czechia,2024,9840195,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Germany,2016,60978246,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Germany,2017,61483908,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Germany,2018,61964170,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Germany,2019,62141255,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Germany,2020,59065847,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Germany,2021,60410139,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Germany,2022,61297006,p,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Germany,2023,61496006,p,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Germany,2024,61363951,p,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Denmark,2016,4057307,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Denmark,2017,4095180,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Denmark,2018,4089619,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Denmark,2019,4122911,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Denmark,2020,3982709,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Denmark,2021,4219498,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Denmark,2022,4379839,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Denmark,2023,4392376,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Denmark,2024,4412710,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Euro area - 12 countries (2001-2006),2016,230342760,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Euro area - 12 countries (2001-2006),2017,232946148,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Euro area - 12 countries (2001-2006),2018,236937790,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Euro area - 12 countries (2001-2006),2019,239224854,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Euro area - 12 countries (2001-2006),2020,219774173,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Euro area - 12 countries (2001-2006),2021,233891573,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Euro area - 12 countries (2001-2006),2022,242725584,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Euro area - 12 countries (2001-2006),2023,246912894,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Euro area - 12 countries (2001-2006),2024,249507111,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Euro area - 19 countries  (2015-2022),2016,242580773,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Euro area - 19 countries  (2015-2022),2017,245215236,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Euro area - 19 countries  (2015-2022),2018,249432202,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Euro area - 19 countries  (2015-2022),2019,251912040,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Euro area - 19 countries  (2015-2022),2020,231620304,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Euro area - 19 countries  (2015-2022),2021,245975000,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Euro area - 19 countries  (2015-2022),2022,255288616,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Euro area - 19 countries  (2015-2022),2023,259693349,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Euro area - 19 countries  (2015-2022),2024,262443323,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Euro area – 20 countries (2023-2025),2016,245667210,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Euro area – 20 countries (2023-2025),2017,248373747,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Euro area – 20 countries (2023-2025),2018,252594647,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Euro area – 20 countries (2023-2025),2019,255122513,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Euro area – 20 countries (2023-2025),2020,234758806,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Euro area – 20 countries (2023-2025),2021,249157378,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Euro area – 20 countries (2023-2025),2022,258510818,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Euro area – 20 countries (2023-2025),2023,262989948,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Euro area – 20 countries (2023-2025),2024,265891376,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Euro area – 21 countries (from 2026),2016,251359390,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Euro area – 21 countries (from 2026),2017,254166807,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Euro area – 21 countries (from 2026),2018,258386236,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Euro area – 21 countries (from 2026),2019,260834751,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Euro area – 21 countries (from 2026),2020,240239529,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Euro area – 21 countries (from 2026),2021,254681282,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Euro area – 21 countries (from 2026),2022,264087257,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Euro area – 21 countries (from 2026),2023,268766755,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Euro area – 21 countries (from 2026),2024,271610199,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Estonia,2016,1167793,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Estonia,2017,1175282,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Estonia,2018,1182977,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Estonia,2019,1141238,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Estonia,2020,1117793,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Estonia,2021,1103522,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Estonia,2022,1125522,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Estonia,2023,1151711,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Estonia,2024,1165960,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Greece,2016,9159918,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Greece,2017,9132782,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Greece,2018,9620558,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Greece,2019,9612781,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Greece,2020,8475969,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Greece,2021,9515148,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Greece,2022,10054494,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Greece,2023,10260971,p,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Greece,2024,10391466,p,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Spain,2016,32261468,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Spain,2017,32952217,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Spain,2018,33765616,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Spain,2019,34348535,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Spain,2020,30576946,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Spain,2021,32787923,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Spain,2022,34448678,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Spain,2023,35369626,p,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Spain,2024,36159400,p,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,European Union - 27 countries (from 2020),2016,328897994,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,European Union - 27 countries (from 2020),2017,332332139,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,European Union - 27 countries (from 2020),2018,336662078,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,European Union - 27 countries (from 2020),2019,340282897,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,European Union - 27 countries (from 2020),2020,317054365,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,European Union - 27 countries (from 2020),2021,335214980,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,European Union - 27 countries (from 2020),2022,345760381,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,European Union - 27 countries (from 2020),2023,350115130,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,European Union - 27 countries (from 2020),2024,353065316,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Total employment domestic concept,Finland,2016,4062400,,
